tweet_id,timestamp,source,text,rating,name,Day,Month,Year,Time,weekday,dog_stage,retweet_count,favorite_count,jpg_url,Dog_Breed_predicted
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,Oliver,24,7,2017,00:19:32,Mon,,5261,24797,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,Jim,23,7,2017,00:22:39,Sun,,4405,28609,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,Zeke,22,7,2017,16:56:37,Sat,,4202,25115,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,Ralphus,22,7,2017,00:23:06,Sat,,3477,19478,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,Gerald,20,7,2017,16:49:33,Thurs,,3420,21374,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,Jeffrey,19,7,2017,16:06:48,Weds,,5278,29652,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,Canela,19,7,2017,00:47:34,Weds,,17797,67829,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,,18,7,2017,00:07:08,Tues,,5842,30033,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,Mingus,16,7,2017,23:58:41,Sun,,3215,11844,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,Roscoe,15,7,2017,23:25:31,Sat,Pupper,3137,20816,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,Jimbo,14,7,2017,22:10:11,Fri,,6646,32071,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,Maisey,13,7,2017,15:58:47,Thurs,,6302,35349,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,,12,7,2017,16:03:00,Weds,,4294,21540,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,Earl,12,7,2017,00:01:00,Weds,,17887,76081,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian Greyhound
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,Lola,11,7,2017,20:47:12,Tues,,5500,27437,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,Kevin,11,7,2017,00:00:02,Tues,,4600,23870,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,,10,7,2017,15:58:53,Mon,,5545,26519,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,Yogi,9,7,2017,21:29:42,Sun,Doggo,2927,19993,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German Shepherd
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,Noah,9,7,2017,00:00:04,Sun,,3381,21522,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5.0,Bella,8,7,2017,00:28:19,Sat,,9742,45115,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden Retriever
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,Grizzwald,7,7,2017,16:22:55,Fri,floofer,3635,22282,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,,7,7,2017,00:17:54,Fri,,6542,36523,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden Retriever
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,Gus,6,7,2017,00:46:41,Thurs,Pupper,4823,27813,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador Retriever
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,Stanley,5,7,2017,15:48:34,Weds,,5968,27443,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,Alfy,4,7,2017,16:01:23,Tues,,11372,44173,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden Retriever
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,Gary,3,7,2017,00:11:11,Mon,,10465,49713,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,,30,6,2017,19:35:32,Fri,,3745,20901,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,Bella,29,6,2017,16:39:47,Thurs,,6158,28053,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden Retriever
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,,28,6,2017,16:09:20,Weds,,4275,27158,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature Pinscher
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,Romeo,28,6,2017,00:42:13,Weds,,3439,21938,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,Duddles,26,6,2017,19:07:24,Mon,,43469,104091,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,Beau,25,6,2017,16:07:47,Sun,,2650,18664,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,Snoopy,25,6,2017,00:45:22,Sun,Puppo,4054,19083,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian Greyhound
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,Shadow,23,6,2017,16:00:04,Fri,,1268,7617,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,Emmy,23,6,2017,01:10:23,Fri,,6708,41356,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French Bulldog
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,Aja,22,6,2017,03:54:17,Thurs,,18766,78473,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay Retriever
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,Dante,21,6,2017,00:06:44,Weds,,5093,26943,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,Nelly,20,6,2017,16:29:50,Tues,,5494,26685,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,Ginger,19,6,2017,16:24:33,Mon,Pupper,3286,20353,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,Benedict,18,6,2017,16:57:37,Sun,,2364,18461,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden Retriever
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,Venti,17,6,2017,16:52:05,Sat,,4617,27482,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese Mountain Dog
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,Goose,16,6,2017,16:11:53,Fri,,4226,24808,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador Retriever
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,,14,6,2017,16:04:48,Weds,,4655,25084,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland White Terrier
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,Cash,13,6,2017,17:29:20,Tues,,4578,27396,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador Retriever
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,Jed,12,6,2017,16:06:11,Mon,Pupper,4052,25674,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker Spaniel
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,,12,6,2017,00:15:36,Mon,,3908,22321,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-Coated Retriever
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,Sebastian,11,6,2017,21:18:31,Sun,Puppo,10271,34074,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,,10,6,2017,16:39:04,Sat,,3896,23861,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,Sierra,9,6,2017,16:22:42,Fri,Pupper,1566,7140,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,,9,6,2017,00:02:31,Fri,Doggo,5354,26992,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador Retriever
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,,8,6,2017,14:20:41,Thurs,,3657,14513,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,Monkey,8,6,2017,01:06:27,Thurs,,3655,20529,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker Spaniel
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,,7,6,2017,16:14:40,Weds,,8942,40168,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke
872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,Harry,7,6,2017,01:19:32,Weds,,6259,33773,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador Retriever
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,Lassie,6,6,2017,00:01:46,Tues,,11067,37520,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland Sheepdog
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,Rover,5,6,2017,16:15:56,Mon,Pupper,3452,20030,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador Retriever
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,Cody,2,6,2017,15:00:16,Fri,,2632,12291,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,Zoey,1,6,2017,20:18:38,Thurs,,26114,81987,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden Retriever
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,Rumble,1,6,2017,16:00:09,Thurs,,4141,21648,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater Swiss Mountain Dog
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13.0,Dewey,31,5,2017,04:27:59,Weds,,10006,42074,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13.0,Stanley,30,5,2017,23:51:58,Tues,,6337,28010,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13.0,Gizmo,29,5,2017,16:24:37,Mon,,3781,20304,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13.0,,28,5,2017,00:18:35,Sun,,5298,26609,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador Retriever
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12.0,Cooper,27,5,2017,19:39:34,Sat,,2099,10080,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Whippet
867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12.0,,26,5,2017,00:29:37,Fri,,4184,24085,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador Retriever
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13.0,Harold,25,5,2017,16:10:44,Thurs,,7351,33844,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border Collie
867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12.0,Shikha,24,5,2017,16:44:18,Weds,Puppo,2512,16054,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo Dog
867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13.0,,23,5,2017,16:16:06,Tues,,7894,32128,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed
866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12.0,Lili,22,5,2017,16:06:55,Mon,,3500,19282,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Flat-Coated Retriever
866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13.0,Jamesy,22,5,2017,00:28:40,Mon,Pupper,35473,122010,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French Bulldog
866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12.0,Coco,21,5,2017,16:48:45,Sun,,14529,52482,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed
